node	degree	length	cluster
s4637	2	329	1
s3516	2	98	3
s125566	2	1	1
s120866	2	87	1
s1311	4	49195	3
s2720	4	92464	1
s630	4	14474	3
s81406	2	73	1
s82921	4	331	3
s4252	4	116781	1
s828	4	6977	3
s121067	2	43	1
s2116	4	1	3
s5285	4	1605	3
s2554	2	90	1
s114689	3	50	3
s120903	3	122	3
s655	4	3331	3
s104980	2	74	3
s2503	4	47022	3
s5120	3	11	3
s81766	3	60	3
s105174	2	102	1
s143325	2	115	1
s5251	4	10	3
s3830	4	17083	3
s120757	2	326	3
s138257	2	312	1
s138308	2	7	1
s5211	4	26054	1
s3459	2	3	3
s2941	4	591133	3
s3941	4	259437	3
s105800	3	189	1
s936	4	97328	3
s4926	4	95889	3
s105291	2	784	1
s576	4	475	1
s125431	2	610	1
s31	4	14098	3
s125356	4	138	3
s82151	2	12	1
s105366	4	2658	3
s5028	2	1	3
s105642	3	131	1
s131991	2	640	3
s82098	2	997	1
s82791	2	100	3
s5410	2	1	1
s924	3	43	1
s81804	2	9	3
s105485	2	211	3
s82737	3	149	1
s2058	4	157756	1
s2598	4	266710	1
s5303	4	23104	3
s3864	4	3327	1
s81362	2	2684	1
s5404	4	494	3
s854	4	36710	1
s114970	2	88	1
s105006	2	975	3
s121152	2	7	1
s105206	2	7	3
s233	2	421	3
s224	4	19	3
s4322	4	44	1
s4832	4	480780	3
s3869	4	277176	1
s114581	2	1	3
s120774	2	72	1
s1772	2	84	1
s1504	4	16	1
s82014	2	68	3
s3855	2	3	1
s115038	2	58	3
s4562	3	64	1
s148	4	29866	1
s104835	2	789	1
s3550	4	67	1
s105478	3	658	3
s131922	2	366	3
s121040	2	154	3
s82556	4	678	3
s105362	4	2493	3
s81729	2	56	1
s105410	2	1148	1
s4638	5	172014	1
s82626	4	61	1
s82488	2	141	1
s3438	4	992	3
s83141	3	1639	1
s81523	4	18	1
s134753	2	584	3
s114971	2	209	1
s82084	3	72	1
s120815	2	257	1
s121085	2	6	1
s2118	4	383265	3
s2969	4	18565	3
s82909	2	117	1
s2394	4	276913	1
s114929	4	2204	1
s5406	4	701	3
s2158	4	584	1
s4229	2	23	1
s345	4	11771	1
s82722	3	18	3
s65	4	154	1
s82883	3	84	3
s104883	2	340	1
s377	3	84	1
s81841	2	13	1
s82194	3	54	1
s1484	4	4216	1
s83171	4	368	1
s3593	2	311	3
s81865	2	5279	3
s3420	4	20	3
s115050	2	1	1
s81620	3	796	1
s3794	3	133	1
s1869	2	94	1
s4392	2	3	3
s138329	2	52	1
s105807	2	152	1
s225	4	83	3
s1761	4	148967	3
s4674	4	22473	3
s858	2	52	3
s1361	2	317	3
s5236	4	127	3
s105167	2	62	3
s5440	2	11390	1
s82708	2	235	3
s5130	2	124	3
s105723	3	291	1
s4041	2	163	1
s4024	2	107	3
s139636	2	54	3
s1457	4	27414	1
s81738	2	82	3
s81781	4	5	3
s129027	3	15	1
s129168	2	72	1
s83046	2	24	1
s1159	4	1681	3
s139648	2	594	1
s138279	3	467	1
s2545	2	8	1
s83254	2	53	1
s3085	4	36106	3
s140473	2	88	3
s140522	2	53	3
s105191	3	260	1
s1063	4	55	1
s82000	2	432	1
s3929	2	81	1
s2055	2	1	1
s82660	4	852	3
s82993	2	1	1
s83078	4	34	1
s81393	2	874	1
s431	2	2	1
s82843	3	31	1
s120985	2	138	1
s105293	2	1	1
s650	2	103	3
s2914	2	77	1
s81530	2	63	1
s2076	4	5414	1
s3322	4	25315	1
s82953	5	120	3
s82335	2	78	1
s1163	4	9847	3
s82436	2	2	1
s81410	3	446	1
s2775	4	165773	3
s105631	4	20	1
s82544	3	40	3
s82126	2	135	1
s3948	4	102744	1
s81632	2	51	1
s121007	2	222	1
s83221	3	6	3
s82968	4	69	3
s105217	2	145	1
s131993	2	458	1
s134793	2	372	1
s4691	2	17	3
s2938	2	130	3
s81833	2	50	3
s140498	2	90	3
s4543	4	71500	1
s2374	4	47360	1
s3607	4	225583	3
s105732	2	119	1
s1398	2	9	3
s4125	4	7393	3
s114701	2	218	1
s3603	4	177	3
s244	4	19533	1
s125533	2	5	3
s482	4	64	3
s82025	2	60	1
s125616	2	240	3
s140468	3	262	1
s125395	2	211	1
s625	3	62	3
s4304	4	26608	3
s4687	4	69544	1
s3492	4	60340	1
s4310	2	91	3
s2213	4	543287	3
s129111	2	4	1
s4650	4	22635	3
s2149	4	241180	1
s81964	3	658	1
s4945	4	198588	1
s3174	3	1107	3
s3988	4	170039	1
s1186	2	7	1
s105281	2	16	3
s5027	4	34	1
s3092	4	33	1
s3515	4	28101	3
s562	4	859	1
s105333	2	60	3
s83318	2	34	1
s105552	3	260	3
s2316	4	68183	1
s3696	2	54	3
s82637	3	23	1
s83208	3	73	1
s3847	4	101834	3
s4369	4	2912	3
s1600	4	237638	1
s2950	2	1	1
s4169	4	9969	3
s137929	2	289	3
s498	3	103	3
s161	2	1	1
s105632	2	309	1
s392	3	58	3
s131988	2	1	3
s1539	2	1	3
s105729	2	571	1
s3256	4	10	3
s81814	2	2116	1
s82403	3	68	3
s81517	4	166	1
s1279	4	122	1
s120969	3	826	1
s2563	2	84	1
s82177	2	341	1
s2889	4	151694	3
s243	4	366	1
s143361	2	312	1
s2930	4	228979	3
s688	4	2748	3
s120818	2	82	1
s1884	2	56	1
s2616	4	103782	3
s2368	2	329	1
s82456	2	60	1
s3671	4	64	3
s4013	4	59261	3
s121030	2	132	1
s81732	2	233	1
s132071	2	303	3
s105267	2	1	1
s131955	2	73840	1
s3479	4	18861	1
s105796	2	64	3
s5312	4	10144	1
s2713	4	25847	3
s129065	2	75	1
s3662	4	111117	3
s4977	4	64981	1
s114640	2	342	3
s134762	2	170	1
s1406	4	26	3
s2298	2	72	1
s129118	2	7	3
s4528	2	92	1
s115067	2	266	3
s3474	4	121	1
s2764	4	428841	1
s139652	2	6	1
s114575	2	136	1
s81749	2	317	1
s82717	3	21	3
s125406	2	3819	1
s891	2	13	1
s334	4	52	3
s131882	2	58	3
s608	4	178	1
s104796	4	96298	3
s5319	4	5801	1
s114878	2	229	1
s81369	2	69	1
s104884	2	150	1
s140497	2	1	1
s134755	2	71	3
s1616	4	317704	1
s3737	4	101105	3
s332	4	13363	3
s115012	2	107	1
s4822	4	81383	3
s5121	2	56	3
s82768	2	118	3
s4287	4	16731	1
s3136	4	59	1
s4725	4	187770	1
s82298	2	107	1
s105021	2	1	3
s105039	2	197	1
s120917	2	4728	1
s105803	2	98	1
s104939	2	70	1
s4069	2	1	3
s81925	3	238	1
s129127	2	50	3
s1978	2	74	1
s134649	2	52	1
s1585	4	41447	3
s1464	2	2715	1
s569	2	3265	1
s104974	2	10	1
s4015	4	35717	3
s129144	2	56	1
s4881	4	83	1
s104905	2	54	1
s2648	4	1571	3
s1937	4	5	3
s104	3	187	3
s1283	4	16005	1
s82570	4	52	1
s82453	3	192	1
s2299	4	144535	1
s120912	2	66	1
s129016	2	62	1
s132051	2	3589	3
s134786	5	93	1
s82690	3	37	1
s105451	4	4	1
s134692	2	3	3
s640	4	9	3
s83168	4	45	1
s2098	3	4	3
s2160	3	27	1
s2281	4	68442	1
s5186	3	3	1
s2849	4	57859	3
s120791	2	271	3
s667	2	130	1
s83001	2	64	1
s82888	3	20	1
s82422	3	195	1
s2106	4	230383	3
s2586	2	50	1
s535	2	156	1
s1407	2	72	3
s1295	2	1	3
s4415	2	303	1
s847	2	244	1
s83277	4	5	3
s1213	4	9680	1
s81541	3	228	3
s1747	2	35	1
s105226	2	183	1
s3766	2	330	1
s114889	5	649	1
s83126	2	165	1
s114619	2	77	3
s81467	2	73	1
s131891	2	56	3
s2705	2	4	3
s82062	2	52	1
s139645	2	82	3
s1196	3	2296	1
s2241	2	5405	1
s140415	2	522	3
s3598	2	1	1
s82136	2	70	1
s105075	4	27	3
s104837	2	320	3
s81943	4	198	1
s1021	4	13500	3
s129024	2	70	1
s1212	2	87	1
s3175	5	1083	3
s83328	3	695	1
s5162	2	1	3
s2740	4	98835	3
s1932	2	1510	1
s2061	4	22392	1
s2788	2	115	3
s3433	2	956	1
s3594	4	239833	3
s82452	2	195	1
s4581	2	24	3
s138305	2	442	1
s5399	2	278	1
s138297	3	1180	1
s494	2	106	3
s3625	2	58	1
s2045	3	21	3
s82096	2	81	1
s3270	3	1574	3
s105722	3	72	3
s3723	2	96	3
s3850	4	88247	1
s3902	4	272663	1
s82428	2	11	3
s83340	2	465	3
s83087	3	28	1
s3021	2	1	1
s4856	4	97364	1
s3309	4	113985	1
s104798	2	5	3
s125544	2	191	3
s134757	2	96	1
s125582	4	595	1
s128993	2	420	3
s3414	4	53270	3
s82770	3	124	3
s83329	2	80	1
s279	4	80	1
s3812	4	252	1
s83291	2	422	1
s134776	2	69	1
s105675	3	9	1
s2038	2	1397	3
s626	3	81	3
s137988	2	99	3
s4164	3	46	3
s104916	2	147	1
s105011	2	112	3
s4552	2	270	1
s3467	2	62	1
s125543	2	270	1
s697	2	732	1
s114884	2	679	1
s3600	4	77195	1
s82668	2	2	3
s3666	4	102994	3
s109	2	98	1
s114913	2	180	3
s82184	2	455	3
s4612	4	5	1
s3189	4	128	1
s105339	4	250	1
s105413	4	18	3
s1870	4	112119	1
s3378	2	60	3
s114692	2	5	1
s4319	3	2	1
s3109	5	401	1
s104847	3	670	1
s4588	4	112726	3
s4378	4	190107	3
s81702	3	216	1
s81818	2	314	1
s105639	2	605	1
s125603	3	202	3
s105685	2	17	1
s3135	2	11	1
s140447	2	44393	1
s4120	4	16310	1
s632	3	91	3
s1265	4	127158	1
s81750	2	61	1
s3166	4	12775	1
s215	4	9995	3
s82827	4	649	3
s82019	3	68	1
s82809	4	197	3
s2190	2	8730	1
s5139	3	30	3
s24	2	22	1
s826	4	31	3
s4472	4	100029	3
s4002	4	136413	1
s82830	2	308	1
s3471	4	425449	1
s3592	4	193718	3
s411	4	40558	3
s125575	2	18	1
s550	2	212	1
s582	2	203	3
s82822	3	18	3
s104972	2	334	1
s4997	4	12341	3
s104851	2	260	1
s82964	2	5	3
s114914	4	417	3
s2203	4	136606	3
s4358	4	58737	1
s129100	2	51	3
s82190	3	45	1
s82633	4	76	1
s3482	4	323442	1
s138320	2	72	3
s104906	2	78	1
s2805	2	7	1
s3630	4	101054	1
s81961	4	1110	3
s134682	2	225	1
s949	4	22366	3
s120965	2	33969	1
s689	4	45323	3
s4218	3	4	1
s129108	2	9	1
s82094	2	95	1
s131897	2	74	1
s3964	4	75698	3
s3106	3	164	1
s82284	2	836	3
s82955	2	627	3
s2693	4	12658	3
s887	4	5807	3
s138327	2	221	1
s336	2	80	3
s2793	4	8266	3
s3249	4	8	1
s1713	4	61475	1
s82093	2	317	1
s4485	4	64993	1
s121126	2	82	3
s129208	2	61	3
s1116	4	380220	3
s5	2	1	1
s82115	2	162	1
s4424	4	50499	3
s3782	4	20	1
s5036	4	53606	3
s83229	3	92	3
s121182	2	1	1
s121056	2	35	1
s129238	2	1581	3
s120769	2	282	1
s2144	2	58	3
s120942	2	1	1
s114763	2	3	1
s3096	2	52	1
s3186	2	154	3
s4590	4	8	3
s83003	2	522	3
s132059	2	388	1
s83281	4	382	1
s104856	2	28	1
s82501	2	133	3
s1451	2	137	1
s1939	5	1036	3
s2975	4	226320	3
s138222	2	58	3
s105173	3	208	1
s82970	5	4	3
s140264	2	65	3
s82384	4	667	1
s2259	4	149659	1
s121042	2	263	3
s140536	2	362	1
s4690	4	19	3
s114550	3	24	1
s4009	4	68519	1
s2942	4	132468	3
s82187	2	73	3
s81592	4	146	3
s4619	4	45587	1
s134652	2	1	3
s138335	3	50	1
s104902	3	257	1
s105758	3	481	1
s1671	4	15380	1
s82676	2	10	3
s114983	2	193	1
s4853	2	1	1
s5194	4	32105	3
s2927	4	47159	3
s120755	2	50	3
s104931	2	314	3
s115075	2	115	3
s2665	4	76	3
s1479	4	44648	3
s81896	2	125	3
s82877	3	106	1
s5379	3	339	1
s82605	2	682	3
s561	3	146	1
s5181	4	622	3
s116	4	54	1
s105628	2	4	1
s2617	2	320	3
s4129	4	9149	3
s114529	2	10	1
s3173	4	12	3
s140278	2	141	1
s1584	4	273025	3
s82434	3	82	1
s114963	2	9	1
s129046	2	331	1
s82790	2	5185	3
s121026	3	378	3
s3448	2	104	3
s528	2	276	1
s102	2	58	3
s3879	4	227	1
s83196	3	816	3
s82870	2	662	3
s1909	4	152736	1
s114837	2	107	3
s763	4	26005	1
s81681	2	452	1
s2423	4	12070	1
s4224	4	737951	1
s120747	3	680	1
s1099	4	107244	3
s81759	2	76	3
s105348	3	304	1
s1384	4	31969	1
s82876	2	96	1
s82414	3	46	1
s2954	2	222	1
s5417	4	465	1
s3567	4	42440	3
s1250	4	113902	1
s81960	3	1359	1
s4702	2	54	1
s140220	2	127	1
s2525	4	1575	3
s5203	4	259	3
s143384	2	93	1
s143408	2	56	3
s81697	3	3	3
s4323	4	443425	1
s447	2	5	3
s121054	2	81	1
s82281	3	15	3
s121165	2	87	1
s137935	2	52	1
s1161	4	933	3
s125389	2	104	3
s105444	3	169	1
s2226	4	151609	3
s3977	4	64	3
s125502	2	131	1
s134696	3	2138	3
s1493	4	3495	3
s81982	2	1	1
s125414	2	78	3
s143398	2	162	1
s221	4	19787	3
s104802	2	8	3
s81957	4	682	3
s120745	5	11943	1
s519	4	278	1
s81451	2	52	3
s727	3	89	1
s4605	3	180	3
s134709	2	71	1
s83342	4	102	3
s82419	4	400	1
s105396	4	18	1
s82328	3	7	3
s134754	2	68	3
s82109	2	18	1
s3735	2	213	1
s3757	2	8	1
s4669	4	3533	3
s739	4	4815	3
s3164	2	100	1
s2336	2	43	1
s81375	4	357	1
s114557	3	340	3
s4688	4	19	1
s5426	4	11105	1
s185	3	329	1
s509	2	771	3
s81796	2	65	1
s81456	4	29	1
s114724	2	61	1
s3086	4	1556	3
s1334	4	81807	3
s138242	2	3	3
s81883	2	69	1
s4292	2	319	1
s2031	2	349	3
s131995	2	132	1
s2880	5	119283	3
s114601	2	2	1
s140433	2	230	1
s105539	4	1107	1
s120743	4	5390	3
s1147	4	147033	3
s1223	4	92	3
s641	3	52	3
s81862	2	333	3
s140438	2	18	3
s120771	2	2	1
s121052	2	5	1
s82255	2	516	1
s117	3	30	1
s2080	4	299	1
s1281	4	102	1
s121139	2	1406	3
s2254	3	14	3
s83083	3	68	1
s82371	3	194	1
s81803	2	27	3
s5225	4	6493	1
s114960	3	82	1
s105212	3	1	1
s105008	2	3	3
s125462	3	129	3
s81549	3	69	3
s5204	2	53	3
s3987	4	119502	3
s125608	2	53	1
s4617	4	94444	1
s368	3	147	3
s2289	2	64	1
s81858	2	67	3
s4097	2	1196	1
s5258	2	14	3
s5075	4	27612	1
s125488	2	2490	3
s83235	2	81	1
s3366	4	9921	1
s83267	4	74	3
s105585	4	317	1
s312	3	518	1
s1431	3	177	1
s121146	2	57	3
s120806	2	168	3
s81569	2	1964	3
s415	2	107	3
s114968	2	89	1
s339	4	410	3
s114547	3	404	3
s83334	3	35	1
s105794	2	338	1
s105373	4	370	1
s1127	2	38	1
s138246	2	216	1
s602	4	2074	1
s4290	2	1	1
s81655	4	436	1
s67	4	40653	1
s114883	2	12631	1
s82023	2	20	1
s82393	2	2105	1
s82300	3	6931	3
s125581	2	140	1
s105135	3	173	3
s139635	2	409	3
s82532	4	157	3
s4423	2	861	3
s82398	4	135	3
s4698	4	143610	1
s331	2	677	3
s105731	2	77	1
s1988	4	41397	3
s2725	4	80270	3
s3126	3	10	1
s3746	4	216055	3
s5172	4	36	3
s969	3	90	3
s104874	2	147	3
s114716	2	77	3
s2864	4	48116	1
s890	4	2445	1
s1678	4	130825	1
s3082	2	301	1
s105409	4	38	1
s5221	4	31175	3
s120885	2	83	1
s2798	2	78	3
s889	4	12615	3
s4754	4	19195	1
s5259	5	20787	3
s2980	4	1052222	1
s105519	4	193	1
s129019	2	10	1
s5212	3	691	1
s1526	3	83	1
s4634	4	177593	1
s82912	2	289	1
s82217	2	122	3
s143403	2	374	3
s986	4	10914	1
s105116	2	149	1
s4896	2	1783	1
s5053	2	102	3
s140275	2	311	3
s81439	2	5	1
s4782	2	7	1
s81586	2	482	1
s104821	2	68	3
s82069	2	113	1
s2876	4	154341	3
s1564	3	26	1
s4027	4	562	3
s4108	2	120	1
s82654	2	294	1
s3264	3	1775	3
s4282	4	91165	1
s114696	2	51	3
s129177	4	211	3
s131958	2	69	3
s140406	2	206	1
s3945	4	113627	1
s82785	2	1855	1
s143357	2	90	3
s3191	2	64	3
s3730	4	139316	1
s2296	4	395650	1
s138351	2	234	3
s3446	2	254	3
s163	2	51	1
s129061	2	117	1
s81504	4	361	1
s2891	3	1380	3
s2302	4	79650	1
s3031	2	1529	1
s3884	2	181	1
s132058	2	539	3
s82996	2	920	3
s3915	4	61490	3
s105127	3	18	1
s114949	2	7895	1
s5421	2	75	1
s105000	2	404	1
s2341	4	1002	1
s5232	4	11	3
s114732	2	83	1
s1344	4	126118	1
s2717	2	70	1
s105269	5	760	3
s120950	2	422	1
s1739	2	315	1
s648	2	335	3
s205	2	221	1
s4053	4	541	3
s105161	2	268	3
s82855	3	681	3
s2323	4	142	1
s4798	2	549	1
s83081	2	182	3
s4759	4	53650	1
s105724	2	147	3
s82862	3	33	1
s1519	4	23	1
s143374	2	50	3
s4558	2	314	1
s82359	2	314	1
s5331	4	78	1
s310	4	9619	1
s105518	2	1363	1
s559	3	2	1
s125598	2	7	1
s3825	2	64	1
s564	4	738	1
s5400	4	37739	3
s140530	2	1542	1
s4225	2	161	1
s138294	2	251	3
s82295	2	93	3
s1414	4	147415	1
s1056	4	33429	1
s114976	2	18	1
s82966	2	5	3
s82207	4	186	3
s140476	2	64	1
s143405	2	177	1
s980	3	24	1
s81866	2	112	3
s121187	4	4947	1
s5346	4	42584	1
s82608	4	32	3
s105036	2	152	3
s316	2	53	1
s5131	4	6870	3
s131905	2	332	1
s4317	4	73939	1
s81774	3	391	3
s81352	2	18	3
s83091	3	344	1
s1760	3	661	3
s4341	4	389065	1
s5369	2	94	3
s105038	2	138	1
s3279	2	31	1
s105471	4	90	1
s1750	2	734	3
s81422	2	1	1
s4254	5	139654	1
s114580	2	3713	3
s3854	4	332266	1
s125606	2	1	1
s2371	2	51	1
s114806	2	20451	3
s134717	2	83	1
s82893	2	71	1
s1300	4	86	3
s3886	2	102	1
s464	5	1251	1
s121109	2	262	3
s105789	2	85	1
s121022	3	49	3
s3319	4	348416	1
s114637	2	480	3
s140218	2	63	1
s3581	4	114974	3
s3961	4	48481	3
s143425	2	303	1
s83155	2	319	1
s3408	4	227845	3
s120981	3	924	3
s140515	2	1	1
s5188	3	78	1
s137964	2	7	3
s137927	2	59	1
s114688	2	108	1
s114996	4	363	3
s132083	2	1	1
s114862	4	119	1
s1364	4	99	3
s4083	4	247899	3
s4960	4	4983	1
s114761	2	57	3
s2923	2	284	1
s105354	2	214	1
s723	2	65	1
s114504	2	155	1
s1185	4	25678	1
s2087	4	146438	1
s5288	2	1	3
s83251	3	70	1
s81844	3	100	1
s120799	2	10	3
s1894	2	76	3
s72	4	12927	3
s3250	3	262	3
s797	4	81	1
s1979	4	93	1
s4597	4	4818	3
s140441	2	129	3
s17	2	118	1
s2712	4	96015	3
s83204	3	32	1
s1550	2	67	3
s2599	4	8798	1
s4214	4	143377	3
s1436	5	38154	1
s105349	3	1405	1
s115048	2	2	3
s839	4	22707	3
s566	4	371	1
s4578	4	3623	1
s4331	4	42996	1
s3261	5	31593	3
s137931	2	166	1
s1411	2	1	1
s105448	4	53	1
s105304	3	451	3
s3251	4	67	3
s82599	4	94	1
s114871	2	365	1
s3686	4	179345	3
s3665	2	63	3
s82258	2	280	1
s143412	2	420	1
s143342	2	4	1
s131946	3	4	3
s140235	2	2	1
s134734	2	108	1
s114938	2	481	1
s132039	2	3	3
s434	3	85	1
s5187	2	1	1
s2512	4	171074	3
s114748	2	50	1
s104926	2	2	1
s105576	4	1417	3
s4593	4	17	1
s1158	2	397	3
s120945	2	1	1
s81932	4	754	1
s720	5	8797	1
s998	2	3	1
s125416	2	340	3
s105171	3	103	1
s3243	4	932	1
s495	4	175	3
s5050	4	112335	3
s4368	4	15201	3
s114700	2	101	1
s2561	4	111019	1
s115079	2	148	1
s81688	2	408	1
s4541	4	145256	1
s82201	3	122	1
s125526	2	73	3
s82939	3	27	3
s125561	2	40	1
s4196	2	72	1
s1419	4	25036	1
s137945	2	56	3
s105154	3	577	1
s82407	2	150	1
s3236	4	238	3
s125481	2	72	3
s3260	3	20	3
s121035	3	44	3
s138223	2	79	1
s115062	2	124	3
s129014	3	541	1
s81898	4	146	1
s105065	2	318	3
s120941	2	52	1
s1195	4	56794	1
s82360	2	54	3
s2851	2	69	3
s134699	2	1	3
s1430	4	196247	1
s81667	2	1	3
s120900	2	96	1
s315	4	23868	1
s105233	2	63	3
s4039	4	299702	1
s114740	2	257	1
s105234	2	496	3
s81564	2	134	3
s83150	2	221	3
s81545	2	220	1
s1111	4	322723	3
s81483	2	165	1
s2398	4	80	3
s125452	2	50	1
s2082	4	76561	1
s114691	2	321	1
s1210	4	78789	1
s4248	4	66135	3
s2347	3	50	3
s5041	2	116	3
s82003	2	14791	1
s104986	2	1869	1
s5184	3	41	3
s3022	4	11020	1
s2112	2	332	3
s82440	2	177	1
s82199	2	520	1
s82444	2	135	3
s5304	2	3	3
s2230	2	57	3
s646	2	80	3
s120915	2	4	1
s81827	2	85	1
s5003	2	66	1
s105046	2	64	3
s125554	2	52	3
s4037	4	140527	3
s4705	2	10	1
s589	3	202	1
s3116	3	865	1
s82584	4	234	3
s4646	4	2196	3
s1007	4	41088	3
s129161	2	59	3
s120850	2	65	1
s3752	4	104354	1
s292	4	15486	1
s4462	4	59360	1
s5359	4	325	1
s274	3	125	1
s120964	2	21	3
s5013	4	97494	1
s990	4	10754	1
s82973	3	593	3
s1728	4	44	1
s2138	4	33981	1
s1599	4	542556	1
s372	3	18	3
s3498	4	29854	1
s2706	4	61045	3
s4731	4	8082	1
s931	4	69352	1
s82420	4	36	1
s132050	2	823	3
s1959	2	1	1
s105275	2	872	1
s121108	2	90	1
s3137	2	457	1
s104815	2	64	3
s4425	2	87	3
s105445	2	282	1
s2260	4	165155	1
s104846	2	63	1
s114702	2	331	1
s3156	4	369	3
s82552	4	214	3
s74	4	53572	3
s3610	4	178204	1
s1230	4	24203	3
s114568	2	327	3
s138226	2	319	1
s4138	5	100	3
s1904	3	74	1
s131885	2	1	1
s2151	2	323	1
s143322	2	59	3
s131962	2	69	3
s419	4	104	1
s134732	2	101	3
s3837	4	311610	1
s4263	4	154739	1
s4050	2	764	3
s3888	2	128	1
s82471	3	218	1
s83025	2	3	1
s3604	2	52	3
s114698	2	100	1
s4844	4	14798	1
s137	2	91	1
s82417	2	321	1
s82514	2	90	1
s4721	4	46814	1
s4513	4	131225	3
s82965	4	40	1
s114658	2	353	1
s120827	2	91	3
s1416	4	336128	1
s3478	2	52	1
s82157	2	66	3
s120841	2	354	1
s83036	3	21	1
s5274	4	143645	3
s5118	4	60	3
s4912	4	34031	3
s1317	4	40	1
s115045	2	232	1
s3382	2	50	3
s1310	4	8	3
s120902	3	59	3
s140268	2	84	3
s1452	4	244204	1
s138285	2	93	1
s105081	2	495	3
s5198	4	21	3
s3621	4	204465	3
s9	4	15315	1
s134782	4	79	1
s1482	4	64939	3
s59	4	33464	1
s81855	2	2985	3
s347	4	41236	3
s1779	4	182823	1
s2515	5	1515	3
s125	3	114	1
s143409	2	90	1
s5382	4	19568	1
s3077	2	339	1
s40	3	317	3
s105436	5	195	1
s105572	2	1370	1
s83092	3	147	1
s81497	2	982	3
s121089	2	1	1
s114879	3	2504	1
s105517	4	1867	1
s114947	3	43150	1
s5011	2	59	1
s1555	4	59164	3
s39	5	1723	3
s81499	2	91	1
s105662	2	691	3
s3588	4	2916	3
s5427	2	5	1
s5254	3	46	3
s83286	2	15	3
s448	4	119	1
s3703	4	34175	3
s105282	4	116	3
s140274	2	202	1
s1583	4	187912	3
s4526	4	33	3
s4357	4	54188	1
s120930	2	760	1
s1598	2	2558	1
s454	2	88	1
s138292	2	100	1
s105521	3	265	1
s3663	2	161	3
s2275	3	8	1
s5344	4	147	1
s1321	4	410227	1
s612	4	6425	1
s120891	4	589	3
s4452	4	18691	1
s34	2	313	3
s125558	2	56	3
s1145	2	2	3
s83167	4	146	1
s138238	2	136	3
s82323	2	51	1
s104827	2	80	1
s81895	2	4	3
s291	2	231	3
s4790	2	2	1
s3412	4	82600	3
s140475	2	50	1
s105637	2	297	1
s1458	4	11100	1
s81797	2	204	1
s121116	2	81	1
s104981	2	79	1
s1673	4	78507	1
s125489	2	78	3
s120997	2	81	1
s5189	4	6611	1
s3227	4	5261	1
s1014	2	2054	3
s125537	2	87	1
s128997	2	145	3
s81408	3	179	1
s125597	2	12	1
s82753	3	82	1
s131904	2	72	3
s1777	2	1085	1
s2340	2	43	1
s114526	2	418	1
s125483	2	91	3
s134748	2	19	3
s1811	4	30769	1
s3691	4	13766	3
s82185	2	81	1
s5055	4	238	3
s2655	4	9608	3
s129173	4	112	3
s1309	4	65705	3
s120798	2	2	1
s1703	2	128	3
s140490	2	1	1
s121081	2	427	1
s1729	2	54	1
s81902	5	502	3
s125584	4	1303	1
s4917	2	325	1
s114919	3	5180	1
s3274	2	1573	1
s82683	3	477	1
s115054	2	1	3
s4959	2	1	1
s129010	2	229	1
s114966	2	100	1
s691	2	1	3
s921	2	3	1
s2218	2	13	3
s2796	3	33	3
s139650	2	327	2
s3880	4	57604	1
s3158	4	371	3
s82578	4	184	3
s125364	2	47	3
s134643	2	441	1
s82257	2	198	1
s81890	2	54	1
s105101	2	628	1
s82004	4	62419	1
s1608	4	131294	3
s82095	2	264	1
s121159	2	17	2
s81876	2	198	3
s1893	3	5	3
s5149	4	7734	1
s1118	4	21676	1
s125568	2	8	1
s81792	2	321	1
s191	5	18174	1
s5305	4	104889	3
s140281	2	68	1
s82155	2	145	1
s3296	6	686	1
s129109	3	240	3
s1181	3	37313	1
s81378	2	77	3
s5298	3	1	3
s500	3	642	3
s114633	2	102	3
s125567	2	9	1
s254	4	74	1
s83028	4	1	1
s4117	4	110419	1
s3776	4	42084	1
s138306	2	87	3
s3950	4	1525	1
s140439	2	2919	3
s3430	4	326170	1
s4913	2	5	1
s121001	2	97	3
s3762	4	88	1
s82202	2	6	1
s105418	4	413	3
s4283	2	1	1
s138304	2	128	1
s134736	2	136	1
s140478	2	293	1
s3815	4	639857	1
s2073	3	20	1
s114962	4	93	1
s104871	2	79	3
s114542	2	78	1
s81623	3	311	1
s105113	3	84	3
s82559	4	236	1
s105241	2	197	1
s82391	2	50	1
s5398	4	5259	1
s874	4	19362	3
s4345	4	49990	3
s4999	2	3	3
s4714	5	7779	1
s4655	4	187688	3
s120855	2	103	1
s3924	4	67058	1
s4789	4	111600	1
s295	2	539	1
s4259	2	833	1
s120905	2	470	3
s5095	4	1	1
s5108	4	9406	3
s120919	3	95	3
s104794	4	8893	3
s1376	4	32139	3
s4471	4	9421	3
s1809	4	19	3
s231	4	246	3
s105629	5	323	1
s82959	3	69	3
s3641	2	280	1
s132007	2	24	1
s81535	3	173	3
s1651	4	9470	3
s3772	4	760	1
s121012	4	87	1
s3291	3	69	1
s2487	4	68713	1
s5265	3	2	1
s82755	3	26	1
s138336	3	26	1
s1231	2	50	3
s3032	4	2148	1
s83035	2	22	1
s82854	3	50	3
s82881	2	262	3
s105697	2	94	3
s631	3	1	3
s2445	4	9488	1
s4906	4	24078	1
s4161	4	107973	3
s1025	4	310	3
s128998	2	1	1
s105638	5	225	1
s2520	4	47524	3
s115023	3	152	3
s2004	4	84840	3
s2698	2	16720	3
s3570	4	940	3
s125609	2	118	3
s120983	2	2059	3
