node	length	degree	branching	terminal
s714	24512	4	True	False
s1846	67	2	False	False
s120866	87	2	False	False
s115008	76	2	False	False
s129221	1	2	False	False
s3366	9921	4	True	False
s5335	6053	2	False	False
s134641	13	2	False	False
s1914	471874	4	True	False
s1685	65586	4	True	False
s120983	2059	2	False	False
s125395	211	2	False	False
s82217	122	2	False	False
s81450	322	2	False	False
s384	147	3	True	False
s3913	45559	4	True	False
s897	273	3	True	False
s2699	151221	4	True	False
s2321	95	2	False	False
s667	130	2	False	False
s139629	277	2	False	False
s245	76	2	False	False
s81660	93	2	False	False
s1678	130825	4	True	False
s82037	65	2	False	False
s114522	374	2	False	False
s3935	495	2	False	False
s619	298	4	True	False
s82973	593	3	True	False
s4413	15	3	True	False
s138213	80	2	False	False
s105395	1252	2	False	False
s82694	52	3	True	False
s129227	65	2	False	False
s1496	139	3	True	False
s82664	342	5	True	False
s2318	106	2	False	False
s131877	18862	2	False	False
s531	618	4	True	False
s82593	30	4	True	False
s121186	1284	4	True	False
s3283	493	4	True	False
s128999	62	2	False	False
s114635	530	3	True	False
s83292	48	4	True	False
s3873	15010	4	True	False
s125587	12276	2	False	False
s115019	95	2	False	False
s114705	37607	2	False	False
s1447	72	2	False	False
s1072	150062	4	True	False
s2215	92951	4	True	False
s134764	126	2	False	False
s4825	240	4	True	False
s82785	1855	2	False	False
s5120	11	3	True	False
s82621	81	2	False	False
s81866	112	2	False	False
s3179	170	4	True	False
s4140	3	4	True	False
s3332	21317	4	True	False
s105277	390	2	False	False
s3969	61	2	False	False
s4044	63	3	True	False
s82273	53	2	False	False
s1209	93	3	True	False
s114947	43150	3	True	False
s2016	324051	4	True	False
s3032	2148	4	True	False
s82057	58	2	False	False
s4705	10	2	False	False
s82537	49	3	True	False
s4457	67	2	False	False
s81869	1	2	False	False
s114657	319	2	False	False
s267	204	4	True	False
s1742	211606	4	True	False
s2009	59377	4	True	False
s4685	3551	4	True	False
s129139	127	2	False	False
s2485	56	4	True	False
s3071	150	3	True	False
s3882	23868	4	True	False
s114703	65	2	False	False
s1628	3233	5	True	False
s114715	61	3	True	False
s120882	73	2	False	False
s81799	88	2	False	False
s161	1	2	False	False
s1469	37619	4	True	False
s3517	63173	4	True	False
s114993	126	2	False	False
s83140	88	2	False	False
s129133	133	3	True	False
s3927	7	2	False	False
s2740	98835	4	True	False
s131904	72	2	False	False
s2146	134332	4	True	False
s82235	41	4	True	False
s120969	826	3	True	False
s129018	104	3	True	False
s132035	52	3	True	False
s81401	346	2	False	False
s4573	66	2	False	False
s82062	52	2	False	False
s129149	48	3	True	False
s1093	10776	4	True	False
s120996	336	3	True	False
s82419	400	4	True	False
s2784	72	2	False	False
s3148	75	4	True	False
s394	31	3	True	False
s5030	51	2	False	False
s81564	134	2	False	False
s115065	74	2	False	False
s125387	24	2	False	False
s3816	149	4	True	False
s1149	8	2	False	False
s83104	116	2	False	False
s3482	323442	4	True	False
s3874	312	2	False	False
s1838	137971	4	True	False
s143414	86	2	False	False
s405	299	3	True	False
s3886	102	2	False	False
s5288	1	2	False	False
s3144	408	3	True	False
s2193	6343	3	True	False
s5025	37	2	False	False
s140272	118	2	False	False
s477	35	4	True	False
s670	52	4	True	False
s104824	125	2	False	False
s114859	180	3	True	False
s3184	60	2	False	False
s82663	278	4	True	False
s82175	346	3	True	False
s2449	279342	4	True	False
s1537	1	2	False	False
s1698	120017	4	True	False
s5108	9406	4	True	False
s82145	50	2	False	False
s105754	69	2	False	False
s81883	69	2	False	False
s4093	2763	2	False	False
s3726	29328	4	True	False
s348	66	2	False	False
s114785	75	2	False	False
s2422	182241	4	True	False
s277	13135	4	True	False
s1342	116	4	True	False
s114606	325	2	False	False
s125481	72	2	False	False
s82601	7	3	True	False
s120806	168	2	False	False
s105759	388	2	False	False
s121022	49	3	True	False
s2998	323	2	False	False
s138238	136	2	False	False
s121132	164	2	False	False
s155	9	3	True	False
s3247	196	2	False	False
s3771	5288	2	False	False
s105810	82	2	False	False
s4968	4916	5	True	False
s1266	81074	4	True	False
s5223	60	2	False	False
s5271	134	2	False	False
s3680	62729	4	True	False
s81354	104	2	False	False
s105116	149	2	False	False
s3297	45	4	True	False
s4990	19121	4	True	False
s2275	8	3	True	False
s2286	38340	4	True	False
s5301	1	2	False	False
s805	314	2	False	False
s120784	332	2	False	False
s3672	1	2	False	False
s81444	65	4	True	False
s1557	75017	4	True	False
s5277	442	2	False	False
s131974	72	2	False	False
s2033	66	2	False	False
s3186	154	2	False	False
s81903	260	2	False	False
s131984	77	2	False	False
s3009	57	4	True	False
s1077	54575	2	False	False
s1820	238	4	True	False
s114566	81	2	False	False
s120944	91	2	False	False
s142	7	3	True	False
s129124	1	2	False	False
s4138	100	5	True	False
s105439	5	2	False	False
s121093	1	2	False	False
s140231	1370	2	False	False
s114799	116	2	False	False
s984	30767	4	True	False
s120780	82	2	False	False
s4913	5	2	False	False
s120792	98	2	False	False
s81894	231	2	False	False
s47	163	5	True	False
s1379	20231	4	True	False
s138343	328	2	False	False
s4926	95889	4	True	False
s3945	113627	4	True	False
s81621	300	2	False	False
s2243	100646	4	True	False
s5350	328	2	False	False
s1946	9	2	False	False
s105287	246	4	True	False
s2187	28829	4	True	False
s4516	15	2	False	False
s473	1008	4	True	False
s4841	30399	4	True	False
s5419	90	2	False	False
s120759	119	3	True	False
s45	67	3	True	False
s2159	245	2	False	False
s4933	6	2	False	False
s3250	262	3	True	False
s82086	756	2	False	False
s121013	130	3	True	False
s104951	50	2	False	False
s83338	107	2	False	False
s5352	17751	4	True	False
s104836	313	2	False	False
s114656	77	2	False	False
s83313	68	3	True	False
s2447	161	2	False	False
s81447	1170	2	False	False
s105576	1417	4	True	False
s82212	60	3	True	False
s2623	225	4	True	False
s138327	221	2	False	False
s393	72	2	False	False
s2534	94754	4	True	False
s139628	61	2	False	False
s114848	611	3	True	False
s125377	156	2	False	False
s82610	55	3	True	False
s850	32649	4	True	False
s114932	243	2	False	False
s105119	50	2	False	False
s4699	614	4	True	False
s140274	202	2	False	False
s4686	53	2	False	False
s5232	11	4	True	False
s2930	228979	4	True	False
s140517	440	2	False	False
s5374	843	3	True	False
s1847	317	4	True	False
s1310	8	4	True	False
s114699	175	2	False	False
s3409	32198	2	False	False
s1658	180	4	True	False
s3842	28975	4	True	False
s4154	58183	4	True	False
s105156	5742	2	False	False
s129201	122	2	False	False
s4935	61	4	True	False
s120947	243	2	False	False
s28	1	2	False	False
s82394	61	2	False	False
s2106	230383	4	True	False
s4964	36788	4	True	False
s125351	59826	3	True	False
s3551	345	4	True	False
s83089	42	4	True	False
s81507	70	2	False	False
s5001	121707	4	True	False
s4624	77	2	False	False
s129236	31	2	False	False
s143391	251	2	False	False
s138224	53	2	False	False
s3308	7731	4	True	False
s4513	131225	4	True	False
s1709	151386	4	True	False
s138220	339	2	False	False
s83117	85	4	True	False
s2084	98	2	False	False
s129125	311	2	False	False
s83171	368	4	True	False
s4681	8	5	True	False
s105521	265	3	True	False
s4334	59055	4	True	False
s82932	11	3	True	False
s3596	54	2	False	False
s120850	65	2	False	False
s3191	64	2	False	False
s4794	178	4	True	False
s81518	2	3	True	False
s132025	482	2	False	False
s83268	131	3	True	False
s791	423	4	True	False
s3657	276134	4	True	False
s4019	263535	4	True	False
s143399	98	2	False	False
s704	59	2	False	False
s1505	2528	4	True	False
s82921	331	4	True	False
s115004	1	2	False	False
s3171	1	2	False	False
s1738	55475	4	True	False
s1421	42841	4	True	False
s138345	3729	2	False	False
s131997	1526	2	False	False
s1002	38452	4	True	False
s1932	1510	2	False	False
s132070	115	2	False	False
s1453	50	2	False	False
s1809	19	4	True	False
s426	125	3	True	False
s82986	59	2	False	False
s2991	4665	4	True	False
s81644	98	3	True	False
s138218	50	2	False	False
s121123	17	3	True	False
s1753	15714	4	True	False
s115015	117	2	False	False
s140249	22	2	False	False
s5293	365	3	True	False
s125466	105	2	False	False
s121130	247	3	True	False
s82549	213	5	True	False
s211	115	3	True	False
s4804	3	2	False	False
s82675	34	4	True	False
s1022	158410	4	True	False
s114694	65	2	False	False
s82867	96	2	False	False
s5275	27637	4	True	False
s1038	103	2	False	False
s4673	11054	4	True	False
s82379	410	4	True	False
s4893	22659	4	True	False
s3692	311	2	False	False
s115025	50	2	False	False
s81907	451	3	True	False
s105015	5	2	False	False
s489	5	2	False	False
s81898	146	4	True	False
s114864	3708	4	True	False
s82742	162	4	True	False
s83119	187	2	False	False
s4521	412	3	True	False
s138291	342	2	False	False
s3893	166271	4	True	False
s3396	1	2	False	False
s4257	96488	4	True	False
s2913	37250	4	True	False
s3008	4	2	False	False
s4680	1402	5	True	False
s120993	137	2	False	False
s105174	102	2	False	False
s2055	1	2	False	False
s339	410	4	True	False
s134746	72	2	False	False
s3178	61	4	True	False
s824	192	3	True	False
s1562	9	3	True	False
s81679	266	3	True	False
s2929	115047	4	True	False
s129243	4793	2	False	False
s1383	316	2	False	False
s2975	226320	4	True	False
s1778	56649	4	True	False
s105690	135	3	True	False
s2860	15573	4	True	False
s1939	1036	5	True	False
s60	72	2	False	False
s5157	77	3	True	False
s125394	331	2	False	False
s82825	79	2	False	False
s4920	45087	4	True	False
s81443	59	2	False	False
s143429	88	2	False	False
s397	119	4	True	False
s209	70	4	True	False
s1156	4212	4	True	False
s137985	6	2	False	False
s4383	160	2	False	False
s2252	19991	4	True	False
s2611	115953	4	True	False
s104915	69	2	False	False
s105408	2959	3	True	False
s81765	33	3	True	False
s2217	31927	4	True	False
s4492	169	4	True	False
s121046	222	4	True	False
s4048	220	4	True	False
s2953	117991	4	True	False
s138241	144	2	False	False
s5252	108	3	True	False
s82609	73	4	True	False
s3776	42084	4	True	False
s4748	29	2	False	False
s583	1450	4	True	False
s105096	13	2	False	False
s81589	180	2	False	False
s1652	43626	4	True	False
s2999	89037	4	True	False
s81505	189	2	False	False
s140527	52	2	False	False
s650	103	2	False	False
s3556	59	3	True	False
s686	31030	4	True	False
s3917	322	2	False	False
s77	25151	4	True	False
s4320	115939	4	True	False
s2135	58	2	False	False
s2592	8	2	False	False
s4205	122907	4	True	False
s140256	56	2	False	False
s125577	17	2	False	False
s139623	14	2	False	False
s5017	120762	4	True	False
s82548	63	2	False	False
s82216	124	2	False	False
s114821	493	2	False	False
s3376	88	2	False	False
s2966	12241	4	True	False
s82073	150	2	False	False
s105262	56	2	False	False
s2916	116	2	False	False
s137931	166	2	False	False
s4251	151579	4	True	False
s105766	4	2	False	False
s114771	80	2	False	False
s114569	305	2	False	False
s134773	785	2	False	False
s131932	1	2	False	False
s2549	2884	2	False	False
s134750	1	2	False	False
s140432	744	2	False	False
s978	18319	4	True	False
s140213	63	2	False	False
s82312	132	2	False	False
s1916	62	2	False	False
s5072	68	2	False	False
s82775	67	2	False	False
s2497	9192	5	True	False
s138279	467	3	True	False
s105492	1	3	True	False
s22	1149	4	True	False
s3013	3697	4	True	False
s82567	124	3	True	False
s723	65	2	False	False
s1812	312	2	False	False
s2735	894	2	False	False
s81816	95	2	False	False
s4318	19	3	True	False
s83007	315	2	False	False
s4445	58	3	True	False
s5437	6332	4	True	False
s82079	83	2	False	False
s120960	1455	2	False	False
s4942	4011	4	True	False
s494	106	2	False	False
s137954	1	2	False	False
s82730	120	4	True	False
s4290	1	2	False	False
s82408	11	2	False	False
s120740	7322	2	False	False
s140222	69	2	False	False
s4747	169903	4	True	False
s181	28	4	True	False
s105321	59	2	False	False
s1625	432043	4	True	False
s2152	143983	4	True	False
s4274	3	3	True	False
s81852	64	3	True	False
s132043	285	2	False	False
s5363	92990	4	True	False
s2532	52	2	False	False
s2912	29	3	True	False
s104826	110	2	False	False
s4311	246923	4	True	False
s125528	174	2	False	False
s81663	61	2	False	False
s2244	330	2	False	False
s4971	73718	4	True	False
s143378	181	2	False	False
s5178	11	4	True	False
s82124	118	2	False	False
s1716	51	2	False	False
s82946	377	4	True	False
s114642	36953	2	False	False
s81994	319	2	False	False
s137991	90	2	False	False
s114906	248	2	False	False
s128997	145	2	False	False
s1385	2822	2	False	False
s83240	74	4	True	False
s2610	487423	4	True	False
s82024	176	3	True	False
s105593	171	2	False	False
s1523	1015	2	False	False
s4467	639	2	False	False
s2157	20	4	True	False
s120935	2	2	False	False
s457	481	2	False	False
s4475	64	2	False	False
s120967	280	2	False	False
s137957	268	2	False	False
s81410	446	3	True	False
s114823	2	2	False	False
s1748	176268	4	True	False
s105776	64	2	False	False
s142611	275	2	False	False
s82741	1	2	False	False
s2873	110	3	True	False
s83258	228	2	False	False
s81874	27	2	False	False
s81731	123	2	False	False
s4776	5	2	False	False
s5143	521	4	True	False
s5036	53606	4	True	False
s105260	211	2	False	False
s125443	50	2	False	False
s617	62067	4	True	False
s105172	128	3	True	False
s129004	106	2	False	False
s3405	2708	4	True	False
s82404	106	3	True	False
s4919	123	2	False	False
s2387	1611	2	False	False
s3960	171255	4	True	False
s268	10	3	True	False
s83043	365	3	True	False
s129194	1027	2	False	False
s105646	393	4	True	False
s82486	72	2	False	False
s2662	77998	4	True	False
s81542	1002	2	False	False
s2697	19159	2	False	False
s2487	68713	4	True	False
s2886	78	2	False	False
s129225	7	2	False	False
s2394	276913	4	True	False
s5130	124	2	False	False
s125509	119	3	True	False
s105785	389	2	False	False
s2983	39097	4	True	False
s2141	89937	4	True	False
s114608	50	2	False	False
s121070	3	2	False	False
s4636	32281	4	True	False
s140214	55	2	False	False
s82693	736	3	True	False
s1241	24150	4	True	False
s3029	1880	2	False	False
s342	2	2	False	False
s139643	56	2	False	False
s134751	1	2	False	False
s143352	3	2	False	False
s1360	60737	4	True	False
s82623	81	2	False	False
s183	236	4	True	False
s2884	50	2	False	False
s115068	46	2	False	False
s82993	1	2	False	False
s105061	35	3	True	False
s3058	66	2	False	False
s4319	2	3	True	False
s105787	20	3	True	False
s120755	50	2	False	False
s83002	106	2	False	False
s82302	2208	2	False	False
s1515	29847	4	True	False
s3217	313	2	False	False
s121037	115	3	True	False
s136	25	4	True	False
s81503	1045	2	False	False
s140540	80	2	False	False
s4173	91	3	True	False
s125473	64	2	False	False
s3540	315	2	False	False
s4395	28	2	False	False
s82353	59	4	True	False
s129102	57	2	False	False
s415	107	2	False	False
s129046	331	2	False	False
s129031	341	2	False	False
s82118	4	2	False	False
s82889	219	2	False	False
s105671	203	2	False	False
s82294	36	3	True	False
s2914	77	2	False	False
s83342	102	4	True	False
s81685	240	3	True	False
s105404	1364	2	False	False
s1110	53111	4	True	False
s114975	19	2	False	False
s4950	111	4	True	False
s2582	55	2	False	False
s121168	483	2	False	False
s105150	813	2	False	False
s5319	5801	4	True	False
s4606	296320	4	True	False
s2525	1575	4	True	False
s3709	89	2	False	False
s114849	483	2	False	False
s104913	319	2	False	False
s3906	7	2	False	False
s105415	777	4	True	False
s140522	53	2	False	False
s129168	72	2	False	False
s114836	109	2	False	False
s3588	2916	4	True	False
s423	8724	4	True	False
s2229	183	4	True	False
s81854	64	2	False	False
s82807	49	4	True	False
s2056	185839	4	True	False
s114826	51	3	True	False
s724	13457	4	True	False
s120921	432	2	False	False
s120883	1	2	False	False
s3503	37	4	True	False
s5111	97	2	False	False
s105567	61	2	False	False
s81468	5497	2	False	False
s81949	100	2	False	False
s105711	216	2	False	False
s83334	35	3	True	False
s82880	136	2	False	False
s82531	62	2	False	False
s222	8404	4	True	False
s81603	41	3	True	False
s134643	441	2	False	False
s134661	146	2	False	False
s2820	16540	4	True	False
s557	80	2	False	False
s83162	256	3	True	False
s105272	557	2	False	False
s82209	81	3	True	False
s114795	342	2	False	False
s673	61	2	False	False
s3966	162121	4	True	False
s1348	15549	5	True	False
s3081	15724	4	True	False
s3020	5184	4	True	False
s121101	26	3	True	False
s125617	594	2	False	False
s114814	144	2	False	False
s82289	48	2	False	False
s2186	68	2	False	False
s730	107	4	True	False
s115033	595	4	True	False
s2969	18565	4	True	False
s114766	55	2	False	False
s129161	59	2	False	False
s115077	7	2	False	False
s82383	493	4	True	False
s114706	1584	3	True	False
s81879	5	3	True	False
s82089	88	3	True	False
s120908	5	2	False	False
s114700	101	2	False	False
s114701	218	2	False	False
s83190	176	4	True	False
s4001	41451	4	True	False
s140223	73	2	False	False
s125592	60	3	True	False
s81590	163	4	True	False
s82770	124	3	True	False
s115046	39	4	True	False
s2262	25425	4	True	False
s4375	8573	2	False	False
s3303	1420	4	True	False
s2478	1	2	False	False
s143374	50	2	False	False
s114619	77	2	False	False
s114510	3	3	True	False
s82053	22	3	True	False
s114899	561	3	True	False
s120827	91	2	False	False
s105374	444	2	False	False
s3428	12759	6	True	False
s1885	5979	4	True	False
s125540	29	2	False	False
s4974	112692	4	True	False
s120971	2926	4	True	False
s120840	323	2	False	False
s134697	8462	3	True	False
s606	126	4	True	False
s81926	96	2	False	False
s138226	319	2	False	False
s121044	1	2	False	False
s121152	7	2	False	False
s1831	148	4	True	False
s377	84	3	True	False
s114631	283	2	False	False
s114789	503	2	False	False
s83014	961	4	True	False
s4541	145256	4	True	False
s4572	87381	4	True	False
s105145	12	2	False	False
s175	60	4	True	False
s105608	3	3	True	False
s1387	5290	2	False	False
s2653	5	2	False	False
s104999	13	2	False	False
s2824	467276	4	True	False
s2747	9249	4	True	False
s114977	30	2	False	False
s4823	33	3	True	False
s143373	9	2	False	False
s129086	358	2	False	False
s4261	6	2	False	False
s120900	96	2	False	False
s131993	458	2	False	False
s1955	44080	4	True	False
s82117	61	2	False	False
s81684	31	2	False	False
s2026	6107	2	False	False
s82462	22	2	False	False
s121075	155	4	True	False
s81773	1	2	False	False
s81481	36	2	False	False
s81577	7	2	False	False
s121136	5	2	False	False
s2333	249583	4	True	False
s2515	1515	5	True	False
s134	107	2	False	False
s151	53	4	True	False
s1573	15	4	True	False
s4995	72661	4	True	False
s140264	65	2	False	False
s1130	91	3	True	False
s5089	52	5	True	False
s1957	317	2	False	False
s114567	308	2	False	False
s138305	442	2	False	False
s114903	163	4	True	False
s1240	56947	4	True	False
s4955	60	4	True	False
s81671	17	3	True	False
s121034	5	2	False	False
s138254	225	2	False	False
s4802	5519	4	True	False
s5163	56	5	True	False
s81367	58	2	False	False
s83318	34	2	False	False
s4059	260	2	False	False
s82303	3717	4	True	False
s370	173	4	True	False
s233	421	2	False	False
s137962	10	2	False	False
s129138	219	2	False	False
s5219	4741	4	True	False
s1017	32973	4	True	False
s125547	12	2	False	False
s138316	370	2	False	False
s81573	287	3	True	False
s4603	48	3	True	False
s4844	14798	4	True	False
s120938	81	2	False	False
s4143	108990	4	True	False
s786	19	2	False	False
s1796	4479	4	True	False
s3895	231	4	True	False
s4815	103	2	False	False
s121095	70	2	False	False
s83273	162	2	False	False
s137927	59	2	False	False
s114568	327	2	False	False
s131929	2	2	False	False
s5150	156	2	False	False
s216	206	2	False	False
s1982	324	2	False	False
s3543	74	2	False	False
s129006	95	2	False	False
s125442	17	2	False	False
s1780	21	2	False	False
s3494	8779	4	True	False
s1607	10555	2	False	False
s125415	69	2	False	False
s5242	2265	4	True	False
s125484	86	2	False	False
s81982	1	2	False	False
s4074	67	3	True	False
s138306	87	2	False	False
s105319	333	4	True	False
s82504	3	3	True	False
s819	154	2	False	False
s3446	254	2	False	False
s134719	535	2	False	False
s81691	468	3	True	False
s4236	64	2	False	False
s131919	326	2	False	False
s4473	204998	4	True	False
s5021	93	4	True	False
s114515	84	2	False	False
s134801	277	5	True	False
s129171	324	4	True	False
s1989	325	2	False	False
s2446	773400	4	True	False
s82384	667	4	True	False
s3480	36716	4	True	False
s2080	299	4	True	False
s1568	44	4	True	False
s137968	10	2	False	False
s114576	7	2	False	False
s2091	227035	4	True	False
s82765	141	2	False	False
s105064	17	2	False	False
s104998	87	3	True	False
s610	104	2	False	False
s1098	105796	4	True	False
s82049	50	2	False	False
s114649	56	2	False	False
s2963	65	2	False	False
s129167	748	2	False	False
s83204	32	3	True	False
s2796	33	3	True	False
s4647	32304	3	True	False
s82457	54	2	False	False
s38	14	3	True	False
s2947	107	4	True	False
s105293	1	2	False	False
s138324	58	2	False	False
s4768	6107	4	True	False
s2048	336552	4	True	False
s3644	124	2	False	False
s5384	1	2	False	False
s120982	491	2	False	False
s143401	189	2	False	False
s82021	60	2	False	False
s140255	375	2	False	False
s138309	93	2	False	False
s1767	188260	4	True	False
s4754	19195	4	True	False
s82979	149	2	False	False
s3470	176	2	False	False
s976	23269	4	True	False
s3987	119502	4	True	False
s5068	61	2	False	False
s82955	627	2	False	False
s395	124	4	True	False
s121080	160	2	False	False
s2136	42895	4	True	False
s129137	125	2	False	False
s134760	389	2	False	False
s4415	303	2	False	False
s4890	54	4	True	False
s140240	1	2	False	False
s3747	245450	4	True	False
s2955	288415	4	True	False
s105687	118	2	False	False
s1893	5	3	True	False
s2560	319	2	False	False
s2498	3	2	False	False
s5044	19	3	True	False
s4020	12	2	False	False
s247	53	4	True	False
s892	41936	4	True	False
s539	420	2	False	False
s105756	79	2	False	False
s663	16171	4	True	False
s4007	241909	4	True	False
s125418	136	2	False	False
s1688	63508	4	True	False
s114654	311	2	False	False
s81968	972	2	False	False
s82976	247	4	True	False
s83079	3	2	False	False
s2274	5128	4	True	False
s83192	76	3	True	False
s82369	246	3	True	False
s81423	51	3	True	False
s3769	12573	4	True	False
s82094	95	2	False	False
s137956	185	2	False	False
s3333	1092	4	True	False
s470	881	3	True	False
s134731	108	2	False	False
s105790	455	2	False	False
s114781	545	2	False	False
s4254	139654	5	True	False
s125583	441	2	False	False
s125401	100	2	False	False
s2014	74	2	False	False
s5393	8526	2	False	False
s104818	79	2	False	False
s114942	162	2	False	False
s125452	50	2	False	False
s3568	93	2	False	False
s134695	150	2	False	False
s229	76	2	False	False
s134716	532	2	False	False
s1058	57385	5	True	False
s83244	15	3	True	False
s2630	155582	4	True	False
s83275	452	2	False	False
s2456	121697	4	True	False
s3424	5	2	False	False
s241	1	2	False	False
s82561	297	2	False	False
s140446	97	2	False	False
s4946	21	4	True	False
s143415	56	2	False	False
s3113	520	5	True	False
s143423	478	2	False	False
s1522	43221	4	True	False
s82213	855	4	True	False
s2581	11486	4	True	False
s140267	16	2	False	False
s83106	263	3	True	False
s3107	86	4	True	False
s114995	563	2	False	False
s129011	316	2	False	False
s114675	62	2	False	False
s1472	8859	4	True	False
s3614	348061	5	True	False
s5154	7	3	True	False
s140271	91	2	False	False
s81665	41	3	True	False
s134771	153	4	True	False
s82852	140	2	False	False
s5172	36	4	True	False
s2188	78836	4	True	False
s82248	4	2	False	False
s319	26062	4	True	False
s1725	94	2	False	False
s4033	32	4	True	False
s83233	60	2	False	False
s3485	176390	4	True	False
s82465	1	2	False	False
s125407	63	2	False	False
s121040	154	2	False	False
s5012	20321	4	True	False
s2624	54	2	False	False
s5079	190	2	False	False
s2044	58	2	False	False
s114941	273	4	True	False
s2874	1144	2	False	False
s138340	1601	2	False	False
s3722	115740	4	True	False
s125563	10	2	False	False
s125589	5	2	False	False
s82599	94	4	True	False
s82340	118	3	True	False
s3650	3082	2	False	False
s2780	187	4	True	False
s2073	20	3	True	False
s125419	3	2	False	False
s104918	1	2	False	False
s1295	1	2	False	False
s114877	242	2	False	False
s270	3529	4	True	False
s1181	37313	3	True	False
s1416	336128	4	True	False
s139633	52	2	False	False
s121164	29	2	False	False
s104996	1	2	False	False
s5280	221	3	True	False
s114676	13	2	False	False
s5118	60	4	True	False
s82641	76	3	True	False
s114883	12631	2	False	False
s23	95	4	True	False
s4608	318	2	False	False
s121200	154	2	False	False
s4181	330	2	False	False
s3044	17306	4	True	False
s132058	539	2	False	False
s2750	100556	4	True	False
s3734	269260	4	True	False
s82200	126	3	True	False
s121124	110	2	False	False
s115048	2	2	False	False
s105094	340	2	False	False
s4659	89571	4	True	False
s114801	307	4	True	False
s114571	1	2	False	False
s134656	12	2	False	False
s114884	679	2	False	False
s3258	100	3	True	False
s137974	333	2	False	False
s4354	56743	4	True	False
s81523	18	4	True	False
s121059	17	2	False	False
s105197	85	2	False	False
s2685	40079	4	True	False
s4480	3387	2	False	False
s599	523	4	True	False
s2416	117121	4	True	False
s2445	9488	4	True	False
s132084	61	2	False	False
s81826	82	2	False	False
s4162	101	2	False	False
s4323	443425	4	True	False
s3290	493	4	True	False
s3986	95677	4	True	False
s125534	1	2	False	False
s125448	12	2	False	False
s4888	93	2	False	False
s140494	67	2	False	False
s3685	54096	4	True	False
s4972	62191	4	True	False
s105573	4998	4	True	False
s82241	23	2	False	False
s2904	248	4	True	False
s4854	84020	4	True	False
s105500	386	4	True	False
s51	667	4	True	False
s5378	94	4	True	False
s152	183	2	False	False
s105130	193	4	True	False
s1825	233218	4	True	False
s114534	71	2	False	False
s105139	240	2	False	False
s83270	147	2	False	False
s982	16	5	True	False
s1805	65814	4	True	False
s140238	65	2	False	False
s291	231	2	False	False
s105175	44	3	True	False
s2013	135	4	True	False
s2143	61096	4	True	False
s623	130	3	True	False
s3968	37730	4	True	False
s3412	82600	4	True	False
s456	14	4	True	False
s82284	836	2	False	False
s81870	3	3	True	False
s4481	315054	4	True	False
s4611	99803	4	True	False
s105706	74	2	False	False
s82144	214	3	True	False
s82138	32	2	False	False
s120865	103	2	False	False
s114545	57	2	False	False
s3744	10021	4	True	False
s114847	273	2	False	False
s1177	2142	2	False	False
s82944	260	3	True	False
s105298	72	2	False	False
s1050	585	4	True	False
s121198	92	2	False	False
s3710	85	4	True	False
s83159	245	2	False	False
s82368	323	2	False	False
s105258	90	2	False	False
s120824	16	2	False	False
s609	180	3	True	False
s5058	4	2	False	False
s82004	62419	4	True	False
s2891	1380	3	True	False
s3219	279	2	False	False
s3952	322963	4	True	False
s5283	450	4	True	False
s1356	203	3	True	False
s140526	270	2	False	False
s2095	25656	4	True	False
s2763	7	4	True	False
s131879	336	2	False	False
s2081	176	2	False	False
s104901	114	2	False	False
s5159	246	2	False	False
s125568	8	2	False	False
s1403	12614	4	True	False
s83050	292	2	False	False
s105376	206	2	False	False
s121071	973	5	True	False
s4791	35516	4	True	False
s120828	102	2	False	False
s105306	17	4	True	False
s807	29805	4	True	False
s120811	52	2	False	False
s139617	277	2	False	False
s143347	80	2	False	False
s82697	1	2	False	False
s82452	195	2	False	False
s2762	200	2	False	False
s3129	78	2	False	False
s3347	4498	3	True	False
s138205	270	2	False	False
s81387	765	3	True	False
s105400	152	3	True	False
s2825	4236	2	False	False
s121060	5	2	False	False
s82376	669	4	True	False
s105528	302	3	True	False
s120946	80	2	False	False
s2552	419650	4	True	False
s142614	1352	2	False	False
s3717	147535	4	True	False
s105076	94	2	False	False
s129189	321	3	True	False
s4380	75946	4	True	False
s121052	5	2	False	False
s4801	53615	5	True	False
s2839	12	4	True	False
s81391	319	2	False	False
s114583	123	3	True	False
s812	74491	4	True	False
s82134	177	2	False	False
s2254	14	3	True	False
s1743	9	4	True	False
s103	32	4	True	False
s125555	234	3	True	False
s105179	62	2	False	False
s114744	57	2	False	False
s143411	178	2	False	False
s105809	760	3	True	False
s132051	3589	2	False	False
s138208	55	2	False	False
s7	20385	4	True	False
s81587	462	2	False	False
s104989	311	2	False	False
s2267	11553	4	True	False
s4861	47118	4	True	False
s82007	6	3	True	False
s82671	166	4	True	False
s115028	696	2	False	False
s2674	55	2	False	False
s105719	105	3	True	False
s4435	267081	4	True	False
s120934	112	2	False	False
s2176	134774	4	True	False
s105102	319	2	False	False
s2787	139	3	True	False
s3636	20	3	True	False
s105036	152	2	False	False
s81760	36	3	True	False
s1436	38154	5	True	False
s4264	3601	2	False	False
s3682	42730	4	True	False
s105044	612	2	False	False
s82082	62	3	True	False
s81619	112	2	False	False
s129152	72	2	False	False
s105586	64	3	True	False
s114998	446	4	True	False
s5137	20	3	True	False
s82947	30	2	False	False
s81415	117	2	False	False
s114598	370	2	False	False
s105610	508	6	True	False
s4104	5506	3	True	False
s1479	44648	4	True	False
s129146	329	2	False	False
